FeatureID	GoldSet MethodID Position	GoldSetMethodID	VSM GoldSetMethodID Rank - All Ranks	VSM GoldSetMethodID Rank - Best Rank
2069249	2324	org.gjt.sp.jedit.search.HyperSearchRequest.doHyperSearch(Buffer,int,int,DefaultMutableTreeNode)	38	1
 	4248	org.gjt.sp.jedit.search.PatternSearchMatcher.nextMatch(CharSequence,boolean,boolean,boolean,boolean)	1	
 	4730	org.gjt.sp.jedit.search.SearchAndReplace.find(View)	25	
 	4733	org.gjt.sp.jedit.search.SearchAndReplace.replace(View)	282	
 	4744	org.gjt.sp.jedit.search.SearchAndReplace._replace(View,JEditBuffer,SearchMatcher,int,int,boolean)	113	
2077326	631	org.gjt.sp.jedit.Buffer.setDirty(boolean)	104	104
 	678	org.gjt.sp.jedit.Buffer.calculateHash()	334	
 	680	org.gjt.sp.jedit.Buffer.finishLoading()	1084	
 	4688	org.gjt.sp.jedit.options.SaveBackupOptionPane._init()	158	
 	4689	org.gjt.sp.jedit.options.SaveBackupOptionPane._save()	190	
2089713	631	org.gjt.sp.jedit.Buffer.setDirty(boolean)	72	72
2091052	831	org.gjt.sp.jedit.bufferset.BufferSetManager.handleMessage(EBMessage)	38	3
 	844	org.gjt.sp.jedit.bufferset.BufferSetManager.BufferSetClosed.BufferSetClosed(BufferSet)	77	
 	-1	org.gjt.sp.jedit.bufferset.BufferSetManager.BufferSetClosed.BufferSetClosed(View,BufferSet)		
 	-1	org.gjt.sp.jedit.bufferset.BufferSetManager.BufferSetClosed.BufferSetClosed(EditPane,BufferSet)		
 	-1	org.gjt.sp.jedit.bufferset.BufferSetManager.BufferSetClosed.init()		
 	845	org.gjt.sp.jedit.bufferset.BufferSetManager.BufferSetClosed.bufferAdded(Buffer,int)	84	
 	6030	org.gjt.sp.jedit.View.confirmToCloseDirty()	3	
 	6048	org.gjt.sp.jedit.View.getOpenBuffers()	64	
 	1050	org.gjt.sp.jedit.gui.CloseDialog.CloseDialog(View)	70	
 	1051	org.gjt.sp.jedit.gui.CloseDialog.CloseDialog(View,Collection<Buffer>)	311	
 	2820	org.gjt.sp.jedit.jEdit.closeView(View,boolean)	113	
2122926	1700	org.gjt.sp.jedit.gui.statusbar.ErrorsWidgetFactory.ErrorHighlight.ErrorHighlight(View)	233	3
 	1706	org.gjt.sp.jedit.gui.statusbar.ErrorsWidgetFactory.ErrorHighlight.MyMouseAdapter.MyMouseAdapter(View)	3012	
 	1707	org.gjt.sp.jedit.gui.statusbar.ErrorsWidgetFactory.ErrorHighlight.MyMouseAdapter.mouseClicked(MouseEvent)	3	
2129419	1057	org.gjt.sp.jedit.gui.CloseDialog.ListHandler.valueChanged(ListSelectionEvent)	115	115
2169354	4748	org.gjt.sp.jedit.search.SearchAndReplace.regexpReplace(SearchMatcher.Match,String)	523	523
2173091	2324	org.gjt.sp.jedit.search.HyperSearchRequest.doHyperSearch(Buffer,int,int,DefaultMutableTreeNode)	44	44
 	4248	org.gjt.sp.jedit.search.PatternSearchMatcher.nextMatch(CharSequence,boolean,boolean,boolean,boolean)	167	
 	4730	org.gjt.sp.jedit.search.SearchAndReplace.find(View)	717	
 	4733	org.gjt.sp.jedit.search.SearchAndReplace.replace(View)	974	
 	4744	org.gjt.sp.jedit.search.SearchAndReplace._replace(View,JEditBuffer,SearchMatcher,int,int,boolean)	327	
2173112	2324	org.gjt.sp.jedit.search.HyperSearchRequest.doHyperSearch(Buffer,int,int,DefaultMutableTreeNode)	103	103
2183929	1568	org.gjt.sp.jedit.EditPane.bufferAdded(Buffer,int)	16	4
 	1571	org.gjt.sp.jedit.EditPane.bufferSetSorted()	4	
 	-1	org.gjt.sp.jedit.bufferset.BufferSet.BufferSet(Scope)		
 	-1	org.gjt.sp.jedit.bufferset.BufferSet.finalize()		
 	-1	org.gjt.sp.jedit.bufferset.BufferSet.handleMessage(PropertiesChanged)		
 	-1	org.gjt.sp.jedit.bufferset.BufferSet.handleMessage(EBMessage)		
 	805	org.gjt.sp.jedit.bufferset.BufferSet.addBufferAt(Buffer,int)	144	
 	826	org.gjt.sp.jedit.bufferset.BufferSetAdapter.bufferSetSorted()	77	
 	831	org.gjt.sp.jedit.bufferset.BufferSetManager.handleMessage(EBMessage)	36	
2199003	1322	org.gjt.sp.jedit.gui.DockableWindowFactory.getDockableWindowPluginClass(String)	93	2
 	1366	org.gjt.sp.jedit.gui.DockableWindowManager.getDockableWindowPluginName(String)	10	
 	1455	org.gjt.sp.jedit.options.DockingOptionPane._init()	69	
 	1457	org.gjt.sp.jedit.options.DockingOptionPane.createDockingOptionsPanel()	289	
 	1462	org.gjt.sp.jedit.options.WindowTableModel.WindowTableModel()	2	
 	1463	org.gjt.sp.jedit.options.WindowTableModel.getDockableSets()	28	
 	1464	org.gjt.sp.jedit.options.WindowTableModel.showSet(String)	203	
2218621	3436	org.gjt.sp.jedit.MiscUtilities.canonPath(String)	113	113
 	3440	org.gjt.sp.jedit.MiscUtilities.isAbsolutePath(String)	222	
2220025	5012	org.gjt.sp.jedit.gui.StatusBar.propertiesChanged()	819	347
 	5020	org.gjt.sp.jedit.gui.StatusBar.updateCaretStatus()	388	
 	5027	org.gjt.sp.jedit.options.StatusBarOptionPane._init()	347	
 	5028	org.gjt.sp.jedit.options.StatusBarOptionPane._save()	490	
2220033	5011	org.gjt.sp.jedit.gui.StatusBar.StatusBar(View)	798	341
 	5020	org.gjt.sp.jedit.gui.StatusBar.updateCaretStatus()	341	
 	5025	org.gjt.sp.jedit.gui.StatusBar.MouseHandler.mouseClicked(MouseEvent)	1359	
 	5027	org.gjt.sp.jedit.options.StatusBarOptionPane._init()	429	
 	5028	org.gjt.sp.jedit.options.StatusBarOptionPane._save()	446	
2446121	2338	org.gjt.sp.jedit.search.HyperSearchResults.HyperSearchResults(View)	409	119
 	2340	org.gjt.sp.jedit.search.HyperSearchResults.addNotify()	475	
 	2352	org.gjt.sp.jedit.search.HyperSearchResults.updateHighlightStatus()	511	
 	2359	org.gjt.sp.jedit.search.HyperSearchResults.ActionHandler.actionPerformed(ActionEvent)	119	
 	2360	org.gjt.sp.jedit.search.HyperSearchResults.HighlightingTree.HighlightingTree(DefaultTreeModel)	505	
 	2361	org.gjt.sp.jedit.search.HyperSearchResults.HighlightingTree.convertValueToText(Object,boolean,boolean,boolean,int,boolean)	334	
 	-1	org.gjt.sp.jedit.search.HyperSearchResults.HighlightingTree.appendString2html(StringBuffer,String)		
2555956	55	org.gjt.sp.jedit.gui.AboutDialog.AboutPanel.AboutPanel()	18	18
2569381	1129	org.gjt.sp.jedit.gui.CompleteWord.getVisibleBuffers()	90	43
 	1130	org.gjt.sp.jedit.gui.CompleteWord.getCompletions(Buffer,String,int)	43	
 	5418	org.gjt.sp.jedit.options.TextAreaOptionPane._init()	334	
 	5419	org.gjt.sp.jedit.options.TextAreaOptionPane._save()	2150	
2596087	5154	org.gjt.sp.jedit.textarea.TextArea.scrollTo(int,int,boolean)	58	58
 	5324	org.gjt.sp.jedit.textarea.TextArea.recalculateVisibleLines()	105	
2646484	3014	org.gjt.sp.jedit.textarea.JEditTextArea.smartEnd(boolean)	82	9
 	5246	org.gjt.sp.jedit.textarea.TextArea.home(boolean)	757	
 	5247	org.gjt.sp.jedit.textarea.TextArea.end(boolean)	9	
 	5249	org.gjt.sp.jedit.textarea.TextArea.smartEnd(boolean)	19	
 	5252	org.gjt.sp.jedit.textarea.TextArea.goToEndOfCode(boolean)	227	
2668434	6027	org.gjt.sp.jedit.View.View(Buffer,ViewConfig)	228	80
 	6028	org.gjt.sp.jedit.View.updateFullScreenProps()	356	
 	6029	org.gjt.sp.jedit.View.toggleFullScreen()	80	
 	6038	org.gjt.sp.jedit.View.propertiesChanged()	222	
 	6065	org.gjt.sp.jedit.options.ViewOptionPane._init()	121	
 	6066	org.gjt.sp.jedit.options.ViewOptionPane._save()	158	
2688862	2319	org.gjt.sp.jedit.search.HyperSearchOperationNode.getSearchString()	7	3
 	2318	org.gjt.sp.jedit.search.HyperSearchOperationNode.getSearchMatcher()	40	
 	2321	org.gjt.sp.jedit.search.HyperSearchRequest.run()	22	
 	2382	org.gjt.sp.jedit.search.HyperSearchResults.RedoSearchAction.actionPerformed(ActionEvent)	3	
2696564	1573	org.gjt.sp.jedit.EditPane.EditPane(View,Buffer,BufferSet.Scope)	8	2
 	1575	org.gjt.sp.jedit.EditPane.propertiesChanged()	2	
 	2135	org.gjt.sp.jedit.options.GutterOptionPane._init()	25	
 	2136	org.gjt.sp.jedit.options.GutterOptionPane._save()	4	
 	2139	org.gjt.sp.jedit.options.GutterOptionPane.isGutterEnabled()	63	
 	2082	org.gjt.sp.jedit.textarea.Gutter.Gutter(TextArea)	215	
 	2091	org.gjt.sp.jedit.textarea.Gutter.setBorder(Border)	603	
 	2098	org.gjt.sp.jedit.textarea.Gutter.setFont(Font)	1087	
 	2099	org.gjt.sp.jedit.textarea.Gutter.setGutterEnabled(boolean)	641	
 	2110	org.gjt.sp.jedit.textarea.Gutter.getPreferredSize()	650	
 	2125	org.gjt.sp.jedit.textarea.Gutter.setSelectionPopupHandler(GutterPopupHandler)	108	
 	2127	org.gjt.sp.jedit.textarea.Gutter.paintLine(Graphics2D,int,int)	1380	
 	2130	org.gjt.sp.jedit.textarea.Gutter.MouseHandler.mousePressed(MouseEvent)	173	
 	2131	org.gjt.sp.jedit.textarea.Gutter.MouseHandler.mouseDragged(MouseEvent)	889	
 	2132	org.gjt.sp.jedit.textarea.Gutter.MouseHandler.getFoldEndOffset(int)	1966	
 	2133	org.gjt.sp.jedit.textarea.Gutter.MouseHandler.mouseReleased(MouseEvent)	1343	
2744708	611	org.gjt.sp.jedit.Buffer.checkFileStatus(View)	64	64
 	631	org.gjt.sp.jedit.Buffer.setDirty(boolean)	116	
2759434	4990	org.gjt.sp.util.StandardUtilities.getIndentString(String)	433	433
2762745	3359	org.gjt.sp.jedit.pluginmgr.ManagePanel.SaveButton.saveState(String,List<Entry>)	221	221
 	2589	org.gjt.sp.util.IOUtilities.closeQuietly(OutputStream)	4311	
 	2591	org.gjt.sp.util.IOUtilities.closeQuietly(Writer)	4313	
 	2592	org.gjt.sp.util.IOUtilities.closeQuietly(Closeable)	4314	
2777073	1573	org.gjt.sp.jedit.EditPane.EditPane(View,Buffer,BufferSet.Scope)	188	117
 	1575	org.gjt.sp.jedit.EditPane.propertiesChanged()	287	
 	2135	org.gjt.sp.jedit.options.GutterOptionPane._init()	266	
 	2136	org.gjt.sp.jedit.options.GutterOptionPane._save()	350	
 	2141	org.gjt.sp.jedit.options.GutterOptionPane.isSelectionAreaEnabled()	3682	
 	2082	org.gjt.sp.jedit.textarea.Gutter.Gutter(TextArea)	117	
 	2091	org.gjt.sp.jedit.textarea.Gutter.setBorder(Border)	368	
 	-1	org.gjt.sp.jedit.textarea.Gutter.setSelectonAreaEnabled(boolean)		
 	-1	org.gjt.sp.jedit.textarea.Gutter.getLineCount()		
 	2097	org.gjt.sp.jedit.textarea.Gutter.dispose()	370	
 	2098	org.gjt.sp.jedit.textarea.Gutter.setFont(Font)	290	
 	5116	org.gjt.sp.jedit.textarea.TextArea.dispose()	826	
2781716	2361	org.gjt.sp.jedit.search.HyperSearchResults.HighlightingTree.convertValueToText(Object,boolean,boolean,boolean,int,boolean)	708	708
2814857	5308	org.gjt.sp.jedit.textarea.TextArea.removeNotify()	146	146
2823909	6028	org.gjt.sp.jedit.View.updateFullScreenProps()	52	52
2824045	6029	org.gjt.sp.jedit.View.toggleFullScreen()	171	171
2842444	2321	org.gjt.sp.jedit.search.HyperSearchRequest.run()	1	1
 	2338	org.gjt.sp.jedit.search.HyperSearchResults.HyperSearchResults(View)	24	
 	2347	org.gjt.sp.jedit.search.HyperSearchResults.searchStarted()	2	
 	2350	org.gjt.sp.jedit.search.HyperSearchResults.searchDone(DefaultMutableTreeNode,DefaultMutableTreeNode)	86	
 	2359	org.gjt.sp.jedit.search.HyperSearchResults.ActionHandler.actionPerformed(ActionEvent)	47	
2844750	2446	org.gjt.sp.jedit.textarea.InputMethodSupport.paintValidLine(Graphics2D,int,int,int,int,int)	451	63
 	2448	org.gjt.sp.jedit.textarea.InputMethodSupport.getLocationOffset(int,int)	2005	
 	5475	org.gjt.sp.jedit.textarea.TextAreaPainter.PaintLineBackground.paintValidLine(Graphics2D,int,int,int,int,int)	143	
 	5480	org.gjt.sp.jedit.textarea.TextAreaPainter.PaintText.paintValidLine(Graphics2D,int,int,int,int,int)	63	
2846169	1930	org.gjt.sp.jedit.buffer.FoldHandler.getPrecedingFoldLevels(JEditBuffer,int,Segment,int)	28	20
 	2418	org.gjt.sp.jedit.buffer.IndentFoldHandler.getLeadingWhitespaceWidth(Segment,int)	3305	
 	2419	org.gjt.sp.jedit.buffer.IndentFoldHandler.getFoldLevel(JEditBuffer,int,Segment)	106	
 	2420	org.gjt.sp.jedit.buffer.IndentFoldHandler.getPrecedingFoldLevels(JEditBuffer,int,Segment,int)	51	
 	2943	org.gjt.sp.jedit.buffer.JEditBuffer.getFoldLevel(int)	20	
2882702	2058	org.gjt.sp.jedit.GUIUtilities.getScreenBounds()	1955	911
 	2060	org.gjt.sp.jedit.GUIUtilities.showPopupMenu(JPopupMenu,Component,int,int,boolean)	911	
 	6059	org.gjt.sp.jedit.View.isInsideScreen(View,Rectangle)	2409	
2887515	52	org.gjt.sp.jedit.gui.AboutDialog.AboutDialog(View)	139	139
 	56	org.gjt.sp.jedit.gui.AboutDialog.AboutPanel.handleKeyEvent(KeyEvent)	170	
 	57	org.gjt.sp.jedit.gui.AboutDialog.AboutPanel.drain()	485	
2887516	2338	org.gjt.sp.jedit.search.HyperSearchResults.HyperSearchResults(View)	64	1
 	2367	org.gjt.sp.jedit.search.HyperSearchResults.MouseHandler.showPopupMenu(MouseEvent)	12	
 	2376	org.gjt.sp.jedit.search.HyperSearchResults.CopyToClipboardAction.CopyToClipboardAction()	1	
 	2377	org.gjt.sp.jedit.search.HyperSearchResults.CopyToClipboardAction.actionPerformed(ActionEvent)	35	
 	2378	org.gjt.sp.jedit.search.HyperSearchResults.ToStringNodes.processNode(DefaultMutableTreeNode)	21	
 	2390	org.gjt.sp.jedit.search.HyperSearchResults.ResultTreeTransferHandler.exportToClipboard(JComponent,Clipboard,int)	31	
2896464	2338	org.gjt.sp.jedit.search.HyperSearchResults.HyperSearchResults(View)	40	21
 	2367	org.gjt.sp.jedit.search.HyperSearchResults.MouseHandler.showPopupMenu(MouseEvent)	43	
 	2376	org.gjt.sp.jedit.search.HyperSearchResults.CopyToClipboardAction.CopyToClipboardAction()	21	
 	2377	org.gjt.sp.jedit.search.HyperSearchResults.CopyToClipboardAction.actionPerformed(ActionEvent)	913	
 	2378	org.gjt.sp.jedit.search.HyperSearchResults.ToStringNodes.processNode(DefaultMutableTreeNode)	25	
 	2390	org.gjt.sp.jedit.search.HyperSearchResults.ResultTreeTransferHandler.exportToClipboard(JComponent,Clipboard,int)	640	
2911122	2606	org.gjt.sp.jedit.JARClassLoader.getResource(String)	35	35
